startup_name,founded_year,country,industry,fundin_stage,total_funding ($M),employees,annual_revenue ($M),valuation ($B),acquired,IPO,customer_base (M)
Startup_347,2018,USA,Energy,Series B,358,3914,677,23.3,No,No,30
Startup_348,2013,Canada,FoodTech,Seed,248,941,442,46.11,Yes,No,63
Startup_349,2003,Australia,Energy,Series B,76,1583,252,33.98,Yes,Yes,44
Startup_350,2013,Germany,Logistics,Seed,99,2535,887,41.19,Yes,Yes,10
Startup_351,2015,China,Tech,IPO,91,4975,680,17.09,No,No,10
Startup_352,2001,India,FinTech,Series C,241,3376,241,21.3,No,Yes,84
Startup_353,2012,India,FinTech,Seed,476,321,241,2.13,Yes,Yes,51
Startup_354,2017,Germany,FinTech,Seed,465,2733,536,24.03,Yes,Yes,56
Startup_355,2018,France,EdTech,Seed,374,1058,118,38.57,Yes,Yes,44
Startup_356,2013,USA,FinTech,Seed,65,2813,474,23.89,Yes,Yes,97
Startup_357,2014,China,Energy,Series A,399,4231,277,45.4,Yes,No,69
Startup_358,2003,UK,AI,Seed,138,1582,92,20.89,Yes,No,3
Startup_359,2015,India,Gaming,Series B,166,3556,350,16.28,Yes,No,16
Startup_360,2004,Japan,Gaming,Seed,238,2403,187,1.34,No,Yes,23
Startup_361,2004,Australia,Gaming,Series C,105,4196,960,48.53,No,No,49
Startup_362,2018,Germany,EdTech,Series A,363,2007,952,0.61,No,Yes,94
Startup_363,2001,Australia,Tech,IPO,75,436,375,2.13,Yes,Yes,14
Startup_364,2003,Australia,EdTech,Series C,345,12,434,49.71,Yes,No,71
Startup_365,2020,USA,EdTech,Seed,434,2465,514,8.32,No,Yes,9
Startup_366,2015,Japan,EdTech,Series B,482,1903,643,47.58,Yes,No,68
Startup_367,2020,USA,E-commerce,Seed,94,4942,666,25.08,No,No,97
Startup_368,2019,Australia,EdTech,Series B,389,3776,311,4.15,Yes,Yes,99
Startup_369,2003,UK,Healthcare,IPO,113,4470,133,48.17,No,Yes,82
Startup_370,2015,Canada,Energy,Series C,443,4086,914,18.36,No,No,41
Startup_371,2005,Japan,FoodTech,Series C,43,2358,770,19.33,No,No,39
Startup_372,2008,Canada,Energy,Seed,7,622,674,39.51,No,No,10
Startup_373,2002,Canada,Energy,Series A,404,3768,146,48.58,No,Yes,34
Startup_374,2020,India,E-commerce,Series A,477,444,187,46.12,No,No,91
Startup_375,2015,Australia,AI,Series C,144,2935,520,11.17,No,No,57
Startup_376,2010,Australia,Logistics,Series A,376,3460,511,4.55,No,Yes,12
Startup_377,2010,China,Gaming,Series B,484,717,979,44.49,No,No,44
Startup_378,2000,China,EdTech,Seed,3,3065,51,19.16,Yes,No,84
Startup_379,2013,Germany,Healthcare,IPO,56,2481,159,8.53,Yes,Yes,14
Startup_380,2009,Germany,Gaming,IPO,64,3598,310,49.53,Yes,No,74
Startup_381,2022,Japan,E-commerce,Series A,317,1033,838,15.3,Yes,Yes,11
Startup_382,2001,India,EdTech,Series B,153,386,76,23.88,Yes,No,64
Startup_383,2013,Brazil,Gaming,IPO,212,1981,107,31.7,Yes,No,11
Startup_384,2004,USA,EdTech,IPO,117,2805,812,10.23,Yes,No,39
Startup_385,2005,UK,FinTech,Series C,223,4845,555,18.19,No,Yes,64
Startup_386,2010,France,E-commerce,IPO,23,4758,888,12.83,No,No,35
Startup_387,2008,Germany,E-commerce,Series B,75,331,897,10.35,Yes,No,93
Startup_388,2014,Japan,Tech,Series B,99,4965,416,26.69,Yes,No,66
Startup_389,2022,Brazil,Gaming,Series C,456,2450,359,13.44,Yes,No,37
Startup_390,2014,Brazil,Gaming,Seed,135,1177,7,49.47,No,No,92
Startup_391,2009,France,AI,IPO,381,3573,109,47.5,Yes,No,7
Startup_392,2001,Japan,FinTech,Series A,422,3177,261,4.37,No,No,78
Startup_393,2016,India,AI,Seed,92,4207,326,26.46,Yes,Yes,62
Startup_394,2001,UK,E-commerce,Series A,269,2368,668,46.4,Yes,Yes,92
Startup_395,2015,USA,AI,Seed,8,1599,962,3.57,No,No,46
Startup_396,2020,China,AI,Series C,268,4621,547,25.56,Yes,No,93
Startup_397,2004,Australia,FinTech,IPO,324,3149,719,14.97,Yes,No,4
Startup_398,2022,Brazil,Logistics,Seed,242,4649,799,1.29,Yes,No,94
Startup_399,2014,USA,Tech,Series B,23,2375,919,21.49,No,Yes,6
Startup_400,2013,UK,FoodTech,Seed,241,4779,470,10.68,No,Yes,85
Startup_401,2007,Japan,FoodTech,IPO,134,4135,188,7.03,Yes,Yes,79
Startup_402,2003,China,Healthcare,Series B,142,153,998,11.99,Yes,Yes,81
Startup_403,2004,UK,Logistics,Seed,69,2931,900,30.76,No,Yes,60
Startup_404,2013,Germany,Tech,IPO,355,2348,613,38.01,No,No,7
Startup_405,2015,Germany,FoodTech,IPO,218,1081,379,21.33,Yes,Yes,98
Startup_406,2008,USA,Gaming,IPO,320,4970,391,32.94,Yes,Yes,68
Startup_407,2000,Japan,EdTech,Series C,147,2042,25,7.99,No,Yes,49
Startup_408,2008,UK,Tech,Series B,399,4124,206,45.68,Yes,Yes,48
Startup_409,2005,Japan,Healthcare,Series C,484,2999,922,45.38,Yes,No,94
Startup_410,2015,USA,FinTech,Seed,298,1933,839,20.7,Yes,Yes,2
Startup_411,2022,Canada,Logistics,Series B,210,2859,472,35.92,No,No,39
Startup_412,2010,Canada,AI,Seed,247,675,981,27.66,Yes,Yes,33
Startup_413,2009,Brazil,Tech,Series C,306,1338,58,13.36,Yes,Yes,98
Startup_414,2003,Australia,E-commerce,Seed,19,2167,172,5.96,No,Yes,53
Startup_415,2021,USA,EdTech,Series B,289,1313,921,40.9,No,Yes,72
Startup_416,2018,France,AI,IPO,399,2701,966,17.46,Yes,Yes,55
Startup_417,2004,India,AI,IPO,293,3133,609,42.92,Yes,Yes,56
Startup_418,2009,Australia,EdTech,Series B,242,3221,739,14.75,No,Yes,73
Startup_419,2007,Japan,FoodTech,IPO,457,1724,486,22.14,No,Yes,9
Startup_420,2018,Germany,Energy,Series C,177,3609,475,20.53,Yes,No,37
Startup_421,2005,USA,E-commerce,Series A,1,4617,991,16.96,No,Yes,92
Startup_422,2014,France,Energy,Seed,393,4668,607,11.13,Yes,No,29
Startup_423,2016,Australia,FoodTech,Seed,345,1298,24,36.46,Yes,No,4
Startup_424,2007,Japan,AI,Series A,158,3294,350,14.08,No,No,80
Startup_425,2020,UK,AI,Series B,354,4847,90,41.62,Yes,No,10
Startup_426,2005,France,EdTech,Series B,19,3391,628,0.8,Yes,No,69
Startup_427,2022,USA,Tech,Series B,211,3551,270,16.92,No,Yes,77
Startup_428,2003,China,EdTech,Series B,356,4389,405,18.87,Yes,No,31
Startup_429,2016,Canada,EdTech,Seed,66,3499,688,36.39,No,Yes,41
Startup_430,2010,USA,E-commerce,Seed,318,2507,465,15.86,No,Yes,42
Startup_431,2020,Japan,AI,Seed,195,1333,9,0.19,Yes,No,7
Startup_432,2013,China,AI,Series A,445,2187,799,19.94,Yes,No,66
Startup_433,2022,France,Energy,Seed,327,3228,506,21.09,No,No,55
Startup_434,2007,Canada,FoodTech,Series C,165,3385,231,46.77,No,No,79
Startup_435,2009,Germany,Tech,Series A,177,2721,62,3.29,Yes,Yes,18
Startup_436,2002,USA,Logistics,Seed,3,146,476,1.44,Yes,Yes,7
Startup_437,2021,Brazil,AI,Series B,128,3364,859,15.49,No,Yes,41
Startup_438,2001,Brazil,Gaming,Series B,333,3861,235,17.7,Yes,Yes,24
Startup_439,2014,Australia,FoodTech,Series C,419,3055,550,27.16,No,No,42
Startup_440,2001,France,Healthcare,Seed,262,3526,278,15.98,Yes,Yes,87
Startup_441,2022,Brazil,FinTech,Seed,126,657,608,21.88,Yes,Yes,79
Startup_442,2012,France,EdTech,Series C,117,2559,636,48.02,Yes,No,90
Startup_443,2019,Germany,Gaming,IPO,292,4889,630,20.79,Yes,No,26
Startup_444,2016,China,Healthcare,IPO,292,3483,692,29.47,Yes,Yes,1
Startup_445,2021,Australia,AI,Series C,234,2655,800,1.65,No,Yes,68
Startup_446,2013,Canada,Energy,Series B,249,3736,818,11.53,Yes,No,77
Startup_447,2020,France,Gaming,Seed,167,4327,217,19.25,No,No,93
Startup_448,2009,UK,FinTech,Seed,353,880,674,20.32,No,No,60
Startup_449,2004,Australia,Logistics,Series B,210,3083,305,18.67,Yes,No,98
Startup_450,2006,France,FinTech,Series C,238,2978,358,20.16,Yes,Yes,52
Startup_451,2000,Japan,Tech,Series A,1,4068,986,38.56,Yes,No,36
Startup_452,2012,UK,EdTech,Seed,397,2577,27,16.69,No,Yes,45
Startup_453,2013,Canada,E-commerce,Series A,479,4377,518,9.29,No,No,93
Startup_454,2010,USA,FoodTech,Series B,448,3625,420,6.95,No,No,3
Startup_455,2009,India,FinTech,Series A,106,1828,400,6.27,No,No,66
Startup_456,2011,Canada,FinTech,Series B,201,2292,80,20.6,No,Yes,51
Startup_457,2022,Japan,Energy,IPO,380,3310,619,24.36,Yes,No,11
Startup_458,2002,France,AI,Seed,486,3653,832,49.23,No,No,51
Startup_459,2016,France,Gaming,Seed,39,2006,938,39.67,Yes,Yes,42
Startup_460,2003,Brazil,AI,Series A,471,252,808,19.68,No,Yes,38
Startup_461,2000,Germany,Healthcare,Series C,402,852,836,31.94,Yes,Yes,12
Startup_462,2006,USA,AI,Series A,272,3941,358,10.67,Yes,No,17
Startup_463,2003,Australia,AI,Seed,13,2012,921,25.22,Yes,No,87
Startup_464,2014,Brazil,AI,Series B,415,1831,945,39.44,No,No,12
Startup_465,2004,France,Healthcare,IPO,294,1215,556,4.15,Yes,No,89
Startup_466,2014,Japan,AI,Series A,468,2375,258,35.17,Yes,No,52
Startup_467,2020,Japan,Gaming,Series B,307,765,33,43.63,Yes,No,81
Startup_468,2011,USA,EdTech,Series B,315,1510,813,15.42,No,No,76
Startup_469,2011,UK,Tech,IPO,286,3148,785,20.84,Yes,Yes,5
Startup_470,2008,Brazil,Energy,IPO,398,122,453,10.23,No,Yes,15
Startup_471,2008,UK,FoodTech,Seed,113,4394,70,39.83,No,Yes,91
Startup_472,2004,France,Gaming,Series B,51,1419,159,42.93,No,No,29
Startup_473,2008,Brazil,Healthcare,IPO,215,2064,990,22.93,Yes,No,22
Startup_474,2013,Brazil,Gaming,IPO,265,581,356,20.46,Yes,No,98
Startup_475,2003,Australia,AI,Series B,346,1215,141,4.51,Yes,Yes,69
Startup_476,2003,Japan,Energy,Series C,100,520,646,46.09,Yes,Yes,31
Startup_477,2018,Japan,E-commerce,Series A,64,1379,690,43.98,Yes,No,86
Startup_478,2020,Brazil,Energy,Seed,96,1674,820,31.43,Yes,Yes,34
Startup_479,2002,China,FoodTech,Series C,456,3202,979,24.23,Yes,No,61
Startup_480,2007,Australia,Logistics,Series C,391,4200,344,15.93,No,Yes,95
Startup_481,2000,France,Energy,Series B,443,1330,835,39.05,Yes,Yes,58
Startup_482,2004,China,EdTech,Series C,347,4216,379,7.59,No,No,38
Startup_483,2004,India,E-commerce,Series B,239,1852,226,45.83,No,No,16
Startup_484,2007,Brazil,AI,IPO,492,2208,322,16.71,No,No,62
Startup_485,2000,Germany,AI,Series B,10,4155,812,16.82,Yes,No,52
Startup_486,2004,China,EdTech,Series C,36,3291,24,14.42,Yes,Yes,41
Startup_487,2022,China,Tech,Seed,173,4281,849,12.01,Yes,Yes,24
Startup_488,2019,USA,Healthcare,IPO,233,4379,873,4.64,No,Yes,38
Startup_489,2010,China,Energy,IPO,313,3829,627,23.79,No,Yes,39
Startup_490,2012,Germany,AI,Seed,73,4214,76,44.89,No,Yes,91
Startup_491,2012,Australia,FinTech,Seed,100,4256,507,28.55,Yes,No,44
Startup_492,2012,Japan,AI,Series B,154,4276,546,39.24,Yes,Yes,44
Startup_493,2013,France,Energy,Seed,207,3757,365,18.13,Yes,Yes,49
Startup_494,2012,Japan,EdTech,Seed,195,3053,109,23.13,No,No,86
Startup_495,2022,Japan,EdTech,Series A,425,3210,120,38,No,Yes,54
Startup_496,2009,Japan,Tech,Series B,440,3295,218,7.09,No,No,30
Startup_497,2022,India,Healthcare,Series B,92,633,341,46.01,Yes,No,34
Startup_498,2000,Germany,Energy,Series B,122,1804,210,20.13,Yes,No,23
Startup_499,2005,Germany,Tech,Series C,413,4754,1,41.43,Yes,Yes,33
Startup_500,2001,Australia,FinTech,Series C,429,3918,516,16.19,No,Yes,16
Startup_501,2020,Germany,Logistics,Series A,168,4477,836,45.42,No,Yes,10
Startup_502,2013,USA,Gaming,Series A,87,4558,30,44.2,Yes,Yes,57
Startup_503,2017,USA,EdTech,Series C,221,3948,63,5.4,Yes,Yes,90
Startup_504,2012,Brazil,FinTech,Seed,122,650,671,35.99,Yes,Yes,93
Startup_505,2017,Australia,Gaming,Seed,25,3449,650,43.06,No,No,48
Startup_506,2022,China,FoodTech,IPO,324,1345,14,33.21,Yes,Yes,12
Startup_507,2004,Australia,Gaming,Series A,203,654,844,33.81,Yes,Yes,54
Startup_508,2008,Canada,Healthcare,Series A,197,855,368,18.92,Yes,No,72
Startup_509,2022,Germany,Energy,Series A,81,1575,243,6.47,No,No,24
Startup_510,2010,Germany,Tech,Series A,182,822,355,14.49,No,No,76
Startup_511,2007,Japan,E-commerce,Series A,28,4185,859,14.72,Yes,No,60
Startup_512,2005,USA,Logistics,IPO,143,2047,281,2.82,Yes,Yes,29
Startup_513,2005,Japan,Gaming,Series A,482,2633,39,34.7,Yes,Yes,73
Startup_514,2014,China,Logistics,Series A,489,4029,776,8.23,No,Yes,5
Startup_515,2020,India,Logistics,Series C,458,2969,269,32.65,Yes,Yes,66
Startup_516,2012,Germany,Healthcare,Seed,406,4104,178,45.42,No,Yes,72
Startup_517,2017,Germany,Tech,IPO,100,3893,75,37.98,No,No,29
Startup_518,2018,Canada,EdTech,Series A,179,1338,837,31.33,No,Yes,14
Startup_519,2009,Canada,Healthcare,Series A,49,72,917,48.08,No,Yes,3
Startup_520,2020,Japan,FinTech,Series B,236,3055,527,37.98,Yes,Yes,6
Startup_521,2007,India,AI,Series B,179,1611,369,32.24,No,Yes,35
Startup_522,2019,France,Energy,Series B,264,4151,347,24.14,No,No,35
Startup_523,2005,India,E-commerce,IPO,337,429,253,43.99,No,Yes,19
Startup_524,2003,Canada,Healthcare,IPO,15,113,208,7.18,No,Yes,27
Startup_525,2007,Canada,Healthcare,Series B,451,1144,159,36.31,Yes,Yes,82
Startup_526,2001,Canada,E-commerce,IPO,343,3628,434,33.22,No,No,42
Startup_527,2007,UK,AI,Seed,431,3487,122,16.16,Yes,No,8
Startup_528,2006,UK,FoodTech,IPO,72,2808,947,24.5,Yes,No,4
Startup_529,2006,Canada,Logistics,IPO,485,2507,20,0.21,No,No,60
Startup_530,2021,UK,Gaming,Series B,116,3915,430,34.87,Yes,Yes,10
Startup_531,2007,Brazil,Logistics,Series B,100,4833,284,29.92,Yes,No,47
Startup_532,2012,China,FoodTech,IPO,84,2767,488,11.75,Yes,Yes,32
Startup_533,2004,UK,AI,IPO,67,357,748,23.54,Yes,Yes,77
Startup_534,2009,UK,FinTech,Series C,393,412,134,2.97,No,Yes,67
Startup_535,2004,India,E-commerce,IPO,139,2330,906,39.34,No,No,53
Startup_536,2010,Brazil,E-commerce,Series C,356,1468,106,49.68,Yes,Yes,44
Startup_537,2018,India,FinTech,Series A,386,3132,547,18.32,Yes,Yes,39
Startup_538,2003,China,FoodTech,Series A,406,1185,734,10.63,Yes,Yes,84
Startup_539,2018,China,FoodTech,Series B,179,4900,789,4.31,No,Yes,20
Startup_540,2020,UK,Tech,Series A,156,3778,709,44.7,No,No,50
Startup_541,2018,USA,E-commerce,IPO,147,4381,491,28.12,No,Yes,42
Startup_542,2015,France,AI,Seed,317,1987,517,45.18,No,Yes,5
Startup_543,2021,India,Tech,Seed,252,602,339,13.69,Yes,No,1
Startup_544,2008,China,Logistics,Series C,350,67,533,45.83,No,No,34
Startup_545,2002,France,AI,Series A,104,814,696,33.01,No,Yes,22
Startup_546,2012,Germany,Logistics,Series B,391,360,126,21.29,Yes,Yes,72
Startup_547,2007,Germany,Healthcare,IPO,215,1249,961,32.22,Yes,Yes,93
Startup_548,2020,UK,E-commerce,IPO,480,4357,898,41.07,No,No,81
Startup_549,2022,USA,Logistics,IPO,367,4137,248,15.81,No,Yes,40
Startup_550,2022,Brazil,AI,Series C,280,3445,775,49.89,No,No,58
Startup_551,2011,France,AI,Series A,210,1356,976,5.93,Yes,Yes,39
Startup_552,2001,Australia,EdTech,Series C,268,3833,675,37.4,No,No,13
Startup_553,2009,Japan,Tech,IPO,318,311,455,36.25,Yes,No,40
Startup_554,2004,Germany,E-commerce,Series A,14,3072,331,20.48,Yes,No,91
Startup_555,2018,China,FinTech,Seed,74,1077,520,31.79,Yes,Yes,32
Startup_556,2020,Canada,E-commerce,Series C,481,932,344,26.96,Yes,Yes,32
Startup_557,2008,India,Energy,Series B,33,4920,324,37.98,Yes,Yes,97
Startup_558,2013,India,FinTech,IPO,18,235,952,10.41,No,Yes,89
Startup_559,2002,Germany,Logistics,Series A,349,3030,275,1.43,No,No,25
Startup_560,2006,USA,FoodTech,Series A,8,1626,383,42.01,No,No,72
Startup_561,2002,Brazil,E-commerce,Series B,37,3667,104,34.5,Yes,Yes,56
Startup_562,2018,UK,Healthcare,Series B,154,603,7,43.35,Yes,Yes,89
Startup_563,2005,Germany,Logistics,Series A,254,4167,509,24.68,No,Yes,55
Startup_564,2004,Brazil,FinTech,Series A,128,458,637,36.32,Yes,Yes,3
Startup_565,2013,China,Healthcare,Series B,262,4225,87,43.13,Yes,No,71
Startup_566,2003,USA,FinTech,Seed,476,4879,69,32.51,Yes,Yes,25
Startup_567,2021,USA,Gaming,Series A,409,1992,750,33.4,Yes,No,38
Startup_568,2001,Japan,AI,Seed,118,1295,151,31.42,Yes,No,35
Startup_569,2016,Australia,Tech,Series B,232,1361,310,10.65,No,Yes,44
Startup_570,2000,Australia,Healthcare,Series B,270,1244,521,11.24,No,Yes,5
Startup_571,2018,China,Energy,Seed,172,2112,550,47.26,No,Yes,71
Startup_572,2015,Canada,Tech,Series A,345,4648,292,23.45,No,Yes,88
Startup_573,2012,India,EdTech,Series C,93,3809,7,25.6,Yes,No,40
Startup_574,2017,UK,AI,Seed,263,1748,818,25.31,Yes,No,11
Startup_575,2012,Canada,Energy,Series C,467,3020,318,14.96,Yes,No,59
Startup_576,2020,Canada,AI,Series A,425,2774,850,40.22,No,No,65
Startup_577,2002,Brazil,EdTech,IPO,405,1016,86,34.65,Yes,Yes,47
Startup_578,2020,UK,AI,Series B,441,196,408,28.35,No,Yes,81
Startup_579,2017,Brazil,Healthcare,Series B,65,4358,725,46.05,No,Yes,16
Startup_580,2000,France,FinTech,Series B,464,765,823,31.37,No,No,11
Startup_581,2019,France,Gaming,Series C,52,2257,422,2.36,Yes,No,23
Startup_582,2021,China,EdTech,IPO,452,2883,204,35.39,Yes,No,97
Startup_583,2011,France,Logistics,Series C,338,1365,905,42.12,No,No,46
Startup_584,2022,USA,FoodTech,Series A,193,309,683,39.51,Yes,Yes,55
Startup_585,2019,Canada,FoodTech,Series B,77,3854,301,7.7,No,Yes,29
Startup_586,2017,China,Tech,Series C,307,2666,232,19.51,No,Yes,89
Startup_587,2011,India,E-commerce,Series B,394,3898,414,26.48,No,No,23
Startup_588,2001,UK,Energy,IPO,250,2509,879,42.36,No,No,48
Startup_589,2004,India,AI,IPO,79,4980,621,29.32,No,No,95
Startup_590,2013,Germany,FinTech,Series C,273,3240,898,16.73,Yes,Yes,48
Startup_591,2014,Japan,EdTech,Series B,254,3102,492,5.91,No,Yes,79
Startup_592,2004,USA,Gaming,Series A,45,2312,315,48.71,Yes,Yes,56
Startup_593,2017,Canada,Healthcare,Series C,452,242,779,22.6,Yes,Yes,61
Startup_594,2011,Japan,Energy,IPO,60,3552,409,28.25,No,No,74
Startup_595,2002,Canada,FoodTech,Series A,297,147,829,10.24,Yes,Yes,34
Startup_596,2000,UK,FoodTech,Series C,106,73,367,45.8,No,Yes,15
Startup_597,2008,USA,Energy,Seed,36,564,422,14.89,Yes,Yes,7
Startup_598,2010,France,Healthcare,Series B,438,270,423,30.49,No,Yes,59
Startup_599,2002,India,FoodTech,IPO,220,4714,246,43.01,No,Yes,37
Startup_600,2005,India,Healthcare,Series C,369,3179,657,11.71,No,No,39
Startup_601,2013,Japan,FoodTech,Series C,233,4293,833,22.33,Yes,No,41
Startup_602,2021,Canada,FinTech,Series B,221,4991,252,43.89,No,Yes,33
Startup_603,2012,UK,Energy,Series B,299,3113,616,13.34,No,Yes,45
Startup_604,2012,Japan,Gaming,Series A,381,3710,32,39.96,Yes,No,12
Startup_605,2016,Germany,Gaming,Seed,163,2121,41,18.36,No,Yes,75
Startup_606,2003,UK,Energy,Seed,5,4932,516,41.53,No,Yes,91
Startup_607,2014,USA,Healthcare,IPO,173,1321,79,34.67,Yes,Yes,30
Startup_608,2022,Australia,Healthcare,Seed,475,3063,824,40.66,Yes,No,41
Startup_609,2014,Canada,E-commerce,Seed,39,3318,562,44.05,No,No,57
Startup_610,2000,UK,E-commerce,Series B,175,4682,899,0.54,Yes,No,89
Startup_611,2008,France,Tech,Series A,79,2709,882,14.46,Yes,Yes,91
Startup_612,2008,USA,FoodTech,Series A,460,1415,906,24.31,No,No,50
Startup_613,2012,Australia,Gaming,Series B,418,3037,385,41.85,No,No,51
Startup_614,2003,China,EdTech,Series A,227,44,198,23.91,No,Yes,99
Startup_615,2020,Brazil,Energy,Seed,293,3484,599,16.73,No,Yes,7
Startup_616,2005,Japan,Energy,Series C,441,3210,906,2.79,No,Yes,80
Startup_617,2018,China,E-commerce,Series C,377,2601,969,38.57,Yes,No,71
Startup_618,2001,India,Tech,Series B,313,1383,425,33.04,Yes,Yes,63
Startup_619,2021,China,Logistics,Series A,358,1494,751,26.85,Yes,Yes,89
Startup_620,2015,Canada,Logistics,IPO,379,4290,809,25.75,Yes,No,84
Startup_621,2011,Brazil,Energy,Series A,278,1312,64,34.33,Yes,No,88
Startup_622,2005,UK,EdTech,Series C,165,2776,928,36.45,Yes,No,93
Startup_623,2019,Brazil,Logistics,Series A,490,1752,358,21.45,Yes,No,2
Startup_624,2010,Germany,Logistics,Series A,238,1594,444,15.7,No,Yes,23
Startup_625,2019,Australia,EdTech,Series A,252,3320,22,4.22,Yes,No,73
Startup_626,2011,France,Tech,Series A,483,2754,918,22.48,No,No,30
Startup_627,2009,China,Healthcare,Series C,33,1726,609,44.48,No,No,5
Startup_628,2004,India,Logistics,Series A,241,3520,874,7.18,No,Yes,52
Startup_629,2001,France,AI,IPO,302,3987,910,33.72,Yes,No,22
Startup_630,2005,France,EdTech,Seed,461,412,447,2.03,Yes,No,71
Startup_631,2016,USA,Tech,Series B,51,3298,836,45.33,No,Yes,40
Startup_632,2019,USA,E-commerce,IPO,35,4305,138,3.79,Yes,No,15
Startup_633,2017,India,AI,Series B,6,1894,104,8.82,Yes,Yes,59
Startup_634,2012,Japan,EdTech,IPO,473,347,154,19.48,Yes,Yes,3
Startup_635,2009,Brazil,FoodTech,Series A,197,822,934,39.26,Yes,Yes,17
Startup_636,2015,UK,E-commerce,Series A,20,1501,293,46.05,No,No,4
Startup_637,2020,Canada,FoodTech,Series A,396,658,781,24.73,No,Yes,73
Startup_638,2013,India,E-commerce,Series B,13,1055,920,15.76,No,Yes,80
Startup_639,2013,France,E-commerce,IPO,369,3942,80,8.14,Yes,Yes,26
Startup_640,2006,France,FinTech,Seed,298,2172,53,46.68,No,No,36
Startup_641,2005,Canada,FoodTech,Series A,101,4506,546,45.97,Yes,Yes,56
Startup_642,2007,USA,Energy,Seed,32,1705,32,49.91,Yes,Yes,38
Startup_643,2022,Germany,Gaming,Seed,226,1992,553,0.42,Yes,No,58
Startup_644,2010,USA,Healthcare,IPO,410,1608,795,25.19,No,No,92
Startup_645,2015,Brazil,Tech,Seed,302,1857,474,44.54,No,Yes,60
Startup_646,2000,UK,E-commerce,IPO,225,380,669,47.9,No,Yes,71
Startup_647,2001,Brazil,Tech,Series B,198,1738,909,29.72,Yes,No,62
Startup_648,2018,China,FinTech,Seed,61,3306,536,26.19,No,No,93
Startup_649,2020,Australia,FinTech,Series A,349,4360,856,43.68,No,Yes,44
Startup_650,2010,China,EdTech,Seed,127,3247,100,13.43,Yes,No,80
Startup_651,2019,Brazil,Gaming,Series B,384,522,894,13.17,Yes,No,53
Startup_652,2015,Japan,FinTech,IPO,437,416,513,8.1,Yes,No,16
Startup_653,2003,USA,Logistics,Series A,104,1910,438,44.98,No,Yes,66
Startup_654,2020,Japan,FinTech,IPO,433,358,570,15.29,No,No,60
Startup_655,2002,UK,EdTech,Series C,427,2914,208,5.89,Yes,Yes,16
Startup_656,2000,Brazil,Logistics,Series B,295,1013,852,33.8,No,No,31
Startup_657,2016,USA,Logistics,Series C,176,3907,48,7.59,Yes,Yes,74
Startup_658,2014,Germany,FinTech,Series C,344,4132,93,35.72,Yes,Yes,70
Startup_659,2003,Australia,Logistics,Seed,488,1962,649,28.6,No,No,77
Startup_660,2011,Australia,FoodTech,Series A,395,3376,302,19.29,No,No,19
Startup_661,2001,India,Logistics,Series C,342,393,137,3.58,No,Yes,1
Startup_662,2014,Japan,EdTech,Seed,314,120,965,49.7,Yes,Yes,67
Startup_663,2008,Japan,EdTech,Series A,315,3625,553,28.87,No,Yes,32
Startup_664,2004,USA,Gaming,Series A,286,2357,225,6.65,Yes,Yes,27
Startup_665,2003,UK,Tech,Series A,157,1145,40,43.34,Yes,No,19
Startup_666,2000,Brazil,Energy,IPO,150,656,748,23.35,Yes,No,32
Startup_667,2000,Canada,AI,Series B,420,521,277,19.9,Yes,Yes,2
Startup_668,2001,UK,FoodTech,IPO,16,4396,619,3.54,No,No,58
